OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,Pop20,HH20,MHI20,DAC20,Shape__Area,Shape__Length
2761,06,065,046900,3,060650469003,Block Group 3,G5030,S,9637962035,266083,684,245,40662,Y,13987337482.4273,652689.68986682
2762,06,051,000201,3,060510002013,Block Group 3,G5030,S,75260848,1626801,381,313,55507,Y,122696546.219206,55540.4513394747
2763,06,051,000202,1,060510002021,Block Group 1,G5030,S,57833670,60260,383,138,64100,N,92565175.2298772,48119.3234916818
2764,06,051,000202,4,060510002024,Block Group 4,G5030,S,403589,0,2273,440,67973,N,644816.51539644,3577.46432146885
2765,06,051,000201,1,060510002011,Block Group 1,G5030,S,31971186,0,1569,563,87478,N,51114713.8733158,35226.7569544447
2766,06,051,000201,2,060510002012,Block Group 2,G5030,S,501223,0,1122,358,60417,Y,800798.29478627,4049.47046986661
2767,06,051,000202,3,060510002023,Block Group 3,G5030,S,1947569,2480,1001,472,93442,N,3114638.21969257,10040.2347187308
2768,06,051,000202,5,060510002025,Block Group 5,G5030,S,1884101,0,455,140,97027,N,3010138.93224382,8379.85251111796
2769,06,051,000202,2,060510002022,Block Group 2,G5030,S,603801,0,1079,580,51745,Y,964517.89262672,4303.30236527638
2770,06,025,011001,2,060250110012,Block Group 2,G5030,S,12834510,0,1209,334,79722,N,18236435.2439621,20084.0916817009
2771,06,025,011302,1,060250113021,Block Group 1,G5030,S,16934040,0,1886,477,36301,Y,24020022.6748612,20861.0086089755
2772,06,025,010600,5,060250106005,Block Group 5,G5030,S,3715380,0,1459,558,87550,N,5291913.63711486,11210.8598038719
2773,06,025,011002,6,060250110026,Block Group 6,G5030,S,3119074,0,1112,402,89314,N,4432277.78320804,9505.8514817807
2774,06,025,010401,2,060250104012,Block Group 2,G5030,S,1903413,0,1996,477,30461,Y,2713247.6090091,7527.97004648912
2775,06,025,010500,5,060250105005,Block Group 5,G5030,S,1039865,0,1980,550,91667,N,1482230.65346457,5203.65796314601
2776,06,025,010402,3,060250104023,Block Group 3,G5030,S,2994773,0,1871,376,27227,Y,4268575.43319866,9456.98669904163
2777,06,025,010402,1,060250104021,Block Group 1,G5030,S,435733,0,1291,225,0,Data Not Available,620958.028516605,3636.57911544054
2778,06,025,011303,2,060250113032,Block Group 2,G5030,S,70742266,0,1044,238,48188,Y,100395071.016994,52452.1429294251
2779,06,025,011901,2,060250119012,Block Group 2,G5030,S,26364028,0,1877,398,75708,N,37344490.2634506,27158.4267239766
2780,06,025,011002,2,060250110022,Block Group 2,G5030,S,766934,0,2695,491,44325,Y,1089720.53175883,4372.52951974374
2781,06,025,012102,1,060250121021,Block Group 1,G5030,S,385460,0,926,234,14375,Y,545590.02387145,4165.52879867248
2782,06,025,012003,1,060250120031,Block Group 1,G5030,S,924867,0,2197,506,91923,N,1309237.49697107,5085.75842715062
2783,06,025,011903,1,060250119031,Block Group 1,G5030,S,661569,0,3428,661,102950,N,936689.2613974,5155.52052715087
2784,06,025,011902,1,060250119021,Block Group 1,G5030,S,333839,0,1772,452,0,Data Not Available,472654.09771344,2924.30597597689
2785,06,025,011903,2,060250119032,Block Group 2,G5030,S,83911526,0,2108,425,49023,Y,118825869.107221,57241.3357032848
2786,06,025,011002,5,060250110025,Block Group 5,G5030,S,3482881,0,4645,999,103250,N,4947111.39401235,9120.40972515988
2787,06,025,011902,2,060250119022,Block Group 2,G5030,S,723166,0,2458,470,67944,N,1023867.88489076,4205.63231487528
2788,06,025,011803,2,060250118032,Block Group 2,G5030,S,2854606,23943,1519,412,96477,N,4082232.32629732,9450.46390001445
2789,06,025,012400,3,060250124003,Block Group 3,G5030,S,36145640,0,97,64,0,Data Not Available,52003074.4911258,37231.1775190532
2790,06,025,011201,3,060250112013,Block Group 3,G5030,S,6102004,0,1445,501,49406,Y,8662213.84930843,14272.312224303
2791,06,025,012400,2,060250124002,Block Group 2,G5030,S,79672874,197563361,215,88,23000,Y,398355796.584081,98745.9226890007
2792,06,025,011001,3,060250110013,Block Group 3,G5030,S,96565859,59691,1305,247,70493,N,137363344.16082,70334.0017280114
2793,06,025,011303,1,060250113031,Block Group 1,G5030,S,38462179,0,4927,931,68963,N,54516220.6298079,46131.4427905197
2794,06,025,011001,1,060250110011,Block Group 1,G5030,S,59143606,0,1417,470,87083,N,84065362.8120332,54787.4966970741
2795,06,025,011901,1,060250119011,Block Group 1,G5030,S,112198361,0,144,73,60871,Y,158858119.662485,60994.507148263
2796,06,025,012004,1,060250120041,Block Group 1,G5030,S,2079103,0,2793,505,51875,Y,2942526.08948666,8594.41818716254
2797,06,025,012004,2,060250120042,Block Group 2,G5030,S,1169553,0,2579,772,46818,Y,1655337.77163093,5824.26184371916
2798,06,025,011002,3,060250110023,Block Group 3,G5030,S,1676114,0,477,149,0,Data Not Available,2380889.29562892,8280.24581793946
2799,06,025,012101,2,060250121012,Block Group 2,G5030,S,669965,0,1394,535,22205,Y,948091.755201155,4281.93311631892
2800,06,025,011002,1,060250110021,Block Group 1,G5030,S,472462,0,718,192,94130,N,671315.56310207,3320.18964764423
2801,06,025,011201,4,060250112014,Block Group 4,G5030,S,2542609,0,2218,634,90341,N,3610414.35675998,9524.46756439774
2802,06,025,011803,3,060250118033,Block Group 3,G5030,S,6637646,0,2076,499,85574,N,9412710.86532835,13282.7822253135
2803,06,025,011301,2,060250113012,Block Group 2,G5030,S,2047113,0,1611,413,52533,Y,2900868.58662368,8025.93425528366
2804,06,025,011301,1,060250113011,Block Group 1,G5030,S,543956,0,2588,616,31417,Y,770887.709368135,3579.6851766486
2805,06,025,012102,2,060250121022,Block Group 2,G5030,S,776972,0,2032,319,70047,N,1099868.85553019,4249.96634166819
2806,06,025,012202,2,060250122022,Block Group 2,G5030,S,673953,0,2419,570,30000,Y,953904.481864545,4340.38808182384
2807,06,025,012201,3,060250122013,Block Group 3,G5030,S,1043495,0,1582,359,68375,N,1476809.64665704,5812.90878894774
2808,06,025,011202,4,060250112024,Block Group 4,G5030,S,334197,0,1816,538,45102,Y,474261.915623565,2905.37400255702
2809,06,025,011202,3,060250112023,Block Group 3,G5030,S,302109,0,1463,502,22391,Y,428756.904038365,2817.00821135448
2810,06,025,011002,4,060250110024,Block Group 4,G5030,S,2013189,0,1213,304,0,Data Not Available,2859605.19353264,8486.66381523653
2811,06,025,012202,1,060250122021,Block Group 1,G5030,S,2377340,0,1455,322,71500,N,3364216.82475812,9569.38920760693
2812,06,025,011201,2,060250112012,Block Group 2,G5030,S,748490,0,2060,559,80938,N,1062855.23842423,5549.68801461771
2813,06,025,012201,1,060250122011,Block Group 1,G5030,S,390770,0,963,188,58438,Y,553155.823420805,3089.50612122287
2814,06,025,012201,2,060250122012,Block Group 2,G5030,S,734736,0,1377,362,35346,Y,1040070.63258984,4119.66055703854
2815,06,025,012003,2,060250120032,Block Group 2,G5030,S,745013,0,2367,573,36477,Y,1054622.80871981,4130.28719451455
2816,06,025,010500,1,060250105001,Block Group 1,G5030,S,406700,0,1246,392,17328,Y,579557.60100109,3320.34974884225
2817,06,025,012101,1,060250121011,Block Group 1,G5030,S,565433,0,1240,387,38894,Y,800260.56291167,4659.5398907544
2818,06,025,012102,3,060250121023,Block Group 3,G5030,S,262565,0,832,297,25859,Y,371679.61131673,2734.51556007339
2819,06,025,010402,2,060250104022,Block Group 2,G5030,S,428633,0,2022,389,33494,Y,610821.816079095,3671.37746567584
2820,06,025,010401,1,060250104011,Block Group 1,G5030,S,411697,0,948,268,18944,Y,586691.539335735,3504.06340402261
2821,06,025,011802,2,060250118022,Block Group 2,G5030,S,696881,0,1490,472,78000,N,988757.36552287,4956.51745390744
2822,06,055,201004,3,060552010043,Block Group 3,G5030,S,573286,0,2625,786,74500,N,928830.11547594,4622.67949645038
2823,06,055,201003,3,060552010033,Block Group 3,G5030,S,890396,0,2131,492,175104,N,1442852.85438102,5210.61585099089
2824,06,055,201200,3,060552012003,Block Group 3,G5030,S,42694947,197959,1762,673,116442,N,69925078.2699151,69946.8545074133
2825,06,055,200602,4,060552006024,Block Group 4,G5030,S,521967,735,1366,512,94688,N,850722.65970873,4734.39213855272
2826,06,055,200504,4,060552005044,Block Group 4,G5030,S,613428,0,2132,827,80410,N,998169.88290438,4258.62432600334
2827,06,055,200602,3,060552006023,Block Group 3,G5030,S,412398,0,1284,705,31843,Y,671136.65567475,3859.49851223508
2828,06,057,001210,3,060570012103,Block Group 3,G5030,S,5061685,0,547,180,250001,N,8479404.41124878,21311.1656831202
2829,06,057,001210,2,060570012102,Block Group 2,G5030,S,2104418,0,351,151,0,Data Not Available,3523953.28035033,10735.3181729425
2830,06,083,002309,1,060830023091,Block Group 1,G5030,S,309458,0,2118,374,90814,N,461926.827433495,2933.34098754935
2831,06,083,002406,2,060830024062,Block Group 2,G5030,S,250565,0,2646,610,44868,Y,373778.87938055,2761.80676601887
2832,06,083,002405,2,060830024052,Block Group 2,G5030,S,192116,0,1962,461,49531,Y,286561.940902905,2158.9525538919
2833,06,083,002405,1,060830024051,Block Group 1,G5030,S,623000,0,2392,399,60085,Y,929270.01652673,4270.6486801299
2834,06,083,002410,2,060830024102,Block Group 2,G5030,S,183523,0,1295,272,47197,Y,273663.22782445,2839.71830668209
2835,06,083,002015,1,060830020151,Block Group 1,G5030,S,541234,0,991,423,57277,Y,806608.52792443,3806.48998803835
2836,06,083,002710,2,060830027102,Block Group 2,G5030,S,169585,0,853,230,39844,Y,251161.8129494,2021.74751957722
2837,06,083,000805,1,060830008051,Block Group 1,G5030,S,1666711,313302,946,592,117500,N,2916614.45524744,11152.3929898189
2838,06,083,002410,3,060830024103,Block Group 3,G5030,S,636791,0,2981,727,59375,Y,949451.76199566,4235.52312685051
2839,06,083,000900,3,060830009003,Block Group 3,G5030,S,725218,0,691,293,126202,N,1068317.56948052,6146.0462390729
2840,06,083,000806,4,060830008064,Block Group 4,G5030,S,190291,0,1916,592,56434,Y,280341.68950242,2216.05346383609
2841,06,083,002933,4,060830029334,Block Group 4,G5030,S,355916,0,1815,339,56750,Y,524317.36837453,2981.30579832164
2842,06,083,002710,3,060830027103,Block Group 3,G5030,S,249103,0,2189,602,35357,Y,368901.975517945,2439.9673405085
2843,06,083,002709,2,060830027092,Block Group 2,G5030,S,284749,0,1222,370,36477,Y,421724.423285695,2804.47828411264
2844,06,083,001308,5,060830013085,Block Group 5,G5030,S,627117,5085,862,342,162775,N,931140.947493525,4931.69447757132
2845,06,083,001308,1,060830013081,Block Group 1,G5030,S,653984,113454,752,335,0,Data Not Available,1130026.87787551,4361.31659654676
2846,06,083,001002,2,060830010022,Block Group 2,G5030,S,160114,0,1109,465,48059,Y,235876.71525111,1961.90957134286
2847,06,083,001002,3,060830010023,Block Group 3,G5030,S,309004,0,1282,767,49306,Y,455193.282072585,2738.27787866788
2848,06,083,002936,1,060830029361,Block Group 1,G5030,S,461283,0,2038,354,45625,Y,679400.62551687,3837.01384736374
2849,06,083,000202,1,060830002021,Block Group 1,G5030,S,376207,0,1026,367,77883,N,554432.884767465,3078.31235133792
2850,06,083,000201,1,060830002011,Block Group 1,G5030,S,427481,0,1221,715,62829,Y,629999.18724593,3223.42209375596
2851,06,083,000201,2,060830002012,Block Group 2,G5030,S,540391,0,1297,667,105089,N,796272.21351902,4156.38348866908
2852,06,083,000806,2,060830008062,Block Group 2,G5030,S,278303,0,857,267,0,Data Not Available,410034.729949695,2615.10845019402
2853,06,083,980300,1,060839803001,Block Group 1,G5030,S,2212133,151251,6971,12,0,Data Not Available,3481079.95575008,9802.02037428275
2854,06,083,000806,1,060830008061,Block Group 1,G5030,S,197461,0,2129,690,41797,Y,290892.972335415,3161.60779641756
2855,06,083,002937,1,060830029371,Block Group 1,G5030,S,644381,149391,431,143,216738,N,1169084.31744356,4903.00157493583
2856,06,083,002409,1,060830024091,Block Group 1,G5030,S,506657,0,2282,787,43676,Y,755504.895167255,3966.44830562592
2857,06,083,001307,4,060830013074,Block Group 4,G5030,S,1619909,0,1426,439,136776,N,2385859.16214861,8058.13447501698
2858,06,083,002933,2,060830029332,Block Group 2,G5030,S,85296,0,1869,0,0,Data Not Available,125646.25641947,1602.98271948656
2859,06,083,002933,3,060830029333,Block Group 3,G5030,S,852124,0,922,286,173452,N,1255447.45908812,5243.03989461144
2860,06,083,001404,2,060830014042,Block Group 2,G5030,S,827579,0,793,381,213004,N,1219233.72340137,5033.75386603775
2861,06,083,001910,1,060830019101,Block Group 1,G5030,S,1199484,0,881,404,106596,N,1774757.06459081,8848.97555861721
2862,06,083,002307,1,060830023071,Block Group 1,G5030,S,21215779,470621,2829,562,117786,N,32372901.5187041,24107.7492116933
2863,06,083,002409,2,060830024092,Block Group 2,G5030,S,685136,0,3477,951,64602,N,1021626.26789236,4112.16924943577
2864,06,083,002014,2,060830020142,Block Group 2,G5030,S,1128817,0,2851,1103,82324,N,1682644.1697933,6145.22513549794
2865,06,083,002407,1,060830024071,Block Group 1,G5030,S,427061,0,2620,546,53750,Y,637106.52824798,3563.96772321919
2866,06,083,002015,2,060830020152,Block Group 2,G5030,S,556677,0,910,292,92500,N,829601.14671784,5268.27679347449
2867,06,083,002504,1,060830025041,Block Group 1,G5030,S,783854,7595,1716,377,43125,Y,1181165.04186544,4638.7960849709
2868,06,083,001307,1,060830013071,Block Group 1,G5030,S,213280,0,771,351,36061,Y,314230.83528517,3394.70191653224
2869,06,083,002933,1,060830029331,Block Group 1,G5030,S,1452137,2756,1209,452,126607,N,2143926.44861545,8063.62507539083
2870,06,083,002710,1,060830027101,Block Group 1,G5030,S,315893,0,1294,383,30101,Y,467826.17811455,3033.40966594498
2871,06,083,001002,1,060830010021,Block Group 1,G5030,S,146733,0,1044,596,60107,Y,216173.74312225,1898.4501775757
2872,06,083,002936,2,060830029362,Block Group 2,G5030,S,151295,0,1483,800,0,Data Not Available,222852.717051155,1885.82420088648
2873,06,083,001001,2,060830010012,Block Group 2,G5030,S,307628,0,1407,705,74798,N,453138.61805131,2726.24331677429
2874,06,083,001404,1,060830014041,Block Group 1,G5030,S,1459665,0,779,432,129779,N,2150762.75684036,6560.90789396916
2875,06,083,002934,2,060830029342,Block Group 2,G5030,S,581982,0,1656,682,122600,N,857461.15641642,3792.96246393025
2876,06,083,000806,3,060830008063,Block Group 3,G5030,S,425102,0,696,218,0,Data Not Available,626263.446940355,3264.24679834836
2877,06,083,002935,1,060830029351,Block Group 1,G5030,S,239016,255,2362,900,63963,N,352525.35883239,2784.32467773286
2878,06,083,001308,4,060830013084,Block Group 4,G5030,S,340111,0,730,308,106824,N,500878.513895445,3379.19703344146
2879,06,057,000107,5,060570001075,Block Group 5,G5030,S,1701721,0,2010,760,96985,N,2824854.37438464,11836.7320263008
2880,06,057,000404,1,060570004041,Block Group 1,G5030,S,5665344,0,1117,524,44888,Y,9445348.14267591,13211.7368461765
2881,06,057,000802,5,060570008025,Block Group 5,G5030,S,8451845,0,393,156,0,Data Not Available,14117842.5573587,19433.7476128156
2882,06,057,000404,3,060570004043,Block Group 3,G5030,S,22217374,0,1727,782,0,Data Not Available,37072878.387206,40329.5827966919
2883,06,057,000601,1,060570006011,Block Group 1,G5030,S,3201021,0,2445,1218,26923,Y,5342006.07188362,12669.4398568816
2884,06,057,000404,2,060570004042,Block Group 2,G5030,S,55090729,1382528,821,407,82788,N,94289949.7996534,56128.0815883841
2885,06,057,000403,1,060570004031,Block Group 1,G5030,S,57167490,0,1614,676,59593,Y,95257699.9822011,77995.810621503
2886,06,057,000900,4,060570009004,Block Group 4,G5030,S,1004308455,27630008,539,245,92679,N,1730384405.16844,288504.952293883
2887,06,057,001207,4,060570012074,Block Group 4,G5030,S,2696798,0,673,291,67270,N,4513254.73002017,9737.02069971328
2888,06,057,000503,1,060570005031,Block Group 1,G5030,S,4860754,0,1540,602,93816,N,8112746.95199521,19431.0459603016
